linha_produto_x,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global,linha_key,confianca,linha_produto_y,custo_medio,custo_min,custo_max,cod_item_fuzzy,vl_medio,abc,desc_global_fuzzy,cod_item,prev_mes_rs,incerteza,prioridade,gap_custo_pct,ja_rodou_llm
CLORIDRATO DE IDARRUBICINA (10MG PO LIOFILO IV FA),CLORIDRATO DE IDARRUBICINA,2,['FARMARIN ONCO'],86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.67,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.67,110761,imunoglobulina 100 mg/ml - imunoglobulina a 10% solução para perfusão para administração por via subcutânea fa 50ml - hyqvia,0.86,86651,"doxiciclina, cloridrato de 100 mg com rev",0.2034185959512431,86329,cetoprofeno 100 mg po liof iv fa,0.8996219635009766,0.660608111890444,0.8996219635009766,0.2766240295576475,spacy,86329,cetoprofeno 100 mg po liof iv fa,CLORIDRATO DE IDARRUBICINA (10MG PO LIOFILO IV FA),revisar,CLORIDRATO DE IDARRUBICINA (10MG PO LIOFILO IV FA),1038.68254,717.715,1359.65008,86329,3.13,C,cetoprofeno 100 mg po liof iv fa,86329,788.447,0.33,260.0,33084.7,False
SUPLEMENTO ALIMENTAR ,SUPLEMENTO ALIMENTAR,3,"['CRISTALIA', 'IMEC SUPLEMENTOS NUTIVIT SUPLEMENTOS']",87620,termometro clinico digital,0.48,87620,termometro clinico digital,0.48,84857,028/06 atestado de comparecimento (cliente) 100 x 1,0.58,86645,cloreto de magnésio 500 mg (94 mg de magnésio elementar) cápsula,0.2740121935152668,108146,modulo proteico - body protein sabor neutro,0.6289988160133362,0.4886022019057206,0.6289988160133362,0.1362549395486581,spacy,108146,modulo proteico - body protein sabor neutro,SUPLEMENTO ALIMENTAR,revisar,SUPLEMENTO ALIMENTAR ,0.09277766666666666,0.065,0.13,108146,13.68,C,modulo proteico - body protein sabor neutro,108146,493.848,0.52,257.0,-99.3,False
FRUTOOLIGOSSACARRIDEOS/LACTOBACILLUS/BIFIDOBACTERIUM (6G 15 SACHES),FRUTOOLIGOSSACARIDEOS/LACTOBACILLUS/BIFIDOBACTERIUM,1,['FQM'],86894,lactobacillus acidophillus cap,0.6,86893,lactobacillos acidophillos + fruto-oligo 6g sache,0.57,102879,upadacitinibe 15 mg com rev lob prol rinvoq,0.86,86893,lactobacillos acidophillos + fruto-oligo 6g sache,0.3800170561614941,86702,dexpantenol derma 5% bisn 20g,0.9265941381454468,0.6673222388613882,0.9265941381454468,0.2241064520625596,spacy,86702,dexpantenol derma 5% bisn 20g,FRUTOOLIGOSSACARRIDEOS/LACTOBACILLUS/BIFIDOBACTERIUM (6G 15 SACHES),revisar,FRUTOOLIGOSSACARRIDEOS/LACTOBACILLUS/BIFIDOBACTERIUM (6G 15 SACHES),1.476,1.476,1.476,86702,22.52,C,dexpantenol derma 5% bisn 20g,86702,599.032,0.4,240.0,-93.4,False
"MALEATO DE TIMOLOL+TRAVOPROSTA LIQUIDO (0,04+5 MG/ML SOL OFT 2,5 ML) OFTALMICO",MALEATO DE TIMOLOL+TRAVOPROSTA,1,['LEGRAND OFTA'],87252,tobramicina 3 mg/ml sol oft 5 ml,0.68,87118,nitrato de oxiconazol 10 mg/ml sol top fr got 20 ml,0.54,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,87193,solucao oftalmica optive 15 ml,0.2499827544175902,87199,"sufentanila, citrato 7,5 mcg/ml sol inj amp 2 ml embalagem esteril",0.9484265446662904,0.6556818598167762,0.9484265446662904,0.2765912063270955,spacy,87199,"sufentanila, citrato 7,5 mcg/ml sol inj amp 2 ml embalagem esteril","MALEATO DE TIMOLOL+TRAVOPROSTA LIQUIDO (0,04+5 MG/ML SOL OFT 2,5 ML) OFTALMICO",revisar,"MALEATO DE TIMOLOL+TRAVOPROSTA LIQUIDO (0,04+5 MG/ML SOL OFT 2,5 ML) OFTALMICO",13.5,13.5,13.5,87199,11.72,C,"sufentanila, citrato 7,5 mcg/ml sol inj amp 2 ml embalagem esteril",87199,745.392,0.32,239.0,15.2,False
DEFERASIROX  (500MG CP),DEFERASIROX,1,['NOVARTIS'],108004,keppra 250mg com rev,0.55,108004,keppra 250mg com rev,0.55,86596,ganciclovir sodico 1 mg/ml sol inj bols 500 ml (500mg),0.86,87128,ciclopirox olamina 10 mg/g crem derm bg 20g,0.1271030127683924,101634,saccharomyces boulardii 200 mg cap,0.8941385746002197,0.5962483174737224,0.8941385746002197,0.3093051430188683,spacy,101634,saccharomyces boulardii 200 mg cap,DEFERASIROX  (500MG CP),revisar,DEFERASIROX  (500MG CP),118.981071,118.981071,118.981071,101634,3.11,C,saccharomyces boulardii 200 mg cap,101634,510.03999999999996,0.45,230.0,3725.8,False
OXALIPLATINA INJETAVEL (50MG PO LIOF INJ IV),OXALIPLATINA,6,"['BERGAMO', 'EUROFARMA ONCO', 'FARMARIN ONCO']",87071,oxacilina 500 mg po liof inj fa,0.71,87071,oxacilina 500 mg po liof inj fa,0.66,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87071,oxacilina 500 mg po liof inj fa,0.2560773603421675,86329,cetoprofeno 100 mg po liof iv fa,0.9231141209602356,0.6818382962604806,0.9231141209602356,0.2610066970208935,spacy,86329,cetoprofeno 100 mg po liof iv fa,OXALIPLATINA INJETAVEL (50MG PO LIOF INJ IV),revisar,OXALIPLATINA INJETAVEL (50MG PO LIOF INJ IV),44.50000033333333,27.0,55.0,86329,3.13,C,cetoprofeno 100 mg po liof iv fa,86329,788.447,0.29,229.0,1321.7,False
MOFETILA (500MG CP),MICOFENOLATO DE MOFETILA,3,"['ACCORD', 'EMS']",92918,nitrofurantoína 100 mg cap,0.56,92918,nitrofurantoína 100 mg cap,0.56,86596,ganciclovir sodico 1 mg/ml sol inj bols 500 ml (500mg),0.86,86559,candesartana cilexetila 8 mg com,0.1623261489935683,101634,saccharomyces boulardii 200 mg cap,0.8941385746002197,0.6072929447187576,0.8941385746002197,0.2952160080810723,spacy,101634,saccharomyces boulardii 200 mg cap,MOFETILA (500MG CP),revisar,MOFETILA (500MG CP),3.203466666666667,2.5,3.6,101634,3.11,C,saccharomyces boulardii 200 mg cap,101634,510.03999999999996,0.44,224.0,3.0,False
OSTEONIL PLUS 40MG SERINGA PRE 2ML,HIALURONATO DE SODIO,1,['TRB PHARMA'],85017,pre nan ,0.6,108073,infantil pregomin plus 400g,0.59,95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato",0.86,87687,seringa de vidro 10ml,0.2881677925292773,113040,metilcobalamina 50mg/2ml,0.9588733315467834,0.6594082248152121,0.9588733315467834,0.2627178657005826,spacy,113040,metilcobalamina 50mg/2ml,OSTEONIL PLUS 40MG SERINGA PRE 2ML,revisar,OSTEONIL PLUS 40MG SERINGA PRE 2ML,308.0,308.0,308.0,113040,68.68,C,metilcobalamina 50mg/2ml,113040,549.44,0.4,220.0,348.5,False
EXTENSOR CATETER INF 12FRX40CM LROTAT,PRODUTOS PARA SAUDE,1,['MEDSONDA'],88036,cateter triplo lumen hd 12fr x 20cm ,0.61,88036,cateter triplo lumen hd 12fr x 20cm ,0.61,87891,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,0.86,87525,extensao p/ equipo extensofix 120cm ref. 443120,0.2554349761463145,101367,cateter arterial radial 22gx5cm,0.9145544171333312,0.6499978786559292,0.9145544171333312,0.2612329409028059,spacy,101367,cateter arterial radial 22gx5cm,EXTENSOR CATETER INF 12FRX40CM LROTAT,revisar,EXTENSOR CATETER INF 12FRX40CM LROTAT,0.96818,0.96818,0.96818,101367,142.14,B,cateter arterial radial 22gx5cm,101367,554.3459999999999,0.39,216.0,-99.3,False
TARTARATO DE VINORELBINA 20MG/ CÃPSULA MOLE,VINORELBINA,2,['BLANVER'],107024,fumarato de vonoprazana 20mg,0.64,107024,fumarato de vonoprazana 20mg,0.64,92737,indicador de limpeza atp,0.86,86983,"metoprolol, tartarato 100 mg com rev",0.3361831713417132,107024,fumarato de vonoprazana 20mg,0.9501641392707824,0.6852694621224992,0.9501641392707824,0.2380440283126538,spacy,107024,fumarato de vonoprazana 20mg,TARTARATO DE VINORELBINA 20MG/ CÃPSULA MOLE,revisar,TARTARATO DE VINORELBINA 20MG/ CÃPSULA MOLE,122.062487,97.653767,146.471207,107024,6.52,C,fumarato de vonoprazana 20mg,107024,579.628,0.36,209.0,1772.1,False
CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 40MG/2ML),CLORIDRATO DE IRINOTECANO TRI-HIDRATADO,1,['BERGAMO'],86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",0.62,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.58,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.2211202951496612,113040,metilcobalamina 50mg/2ml,0.975957691669464,0.651415597363825,0.975957691669464,0.2915802627114517,spacy,113040,metilcobalamina 50mg/2ml,CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 40MG/2ML),revisar,CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 40MG/2ML),20.95,20.95,20.95,113040,68.68,C,metilcobalamina 50mg/2ml,113040,549.44,0.38,209.0,-69.5,False
EXTENSOR CATETER INF 12FRX120CM LROTAT,PRODUTOS PARA SAUDE,1,['MEDSONDA'],88036,cateter triplo lumen hd 12fr x 20cm ,0.63,88036,cateter triplo lumen hd 12fr x 20cm ,0.63,87891,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,0.86,87525,extensao p/ equipo extensofix 120cm ref. 443120,0.3145362824135235,101367,cateter arterial radial 22gx5cm,0.9145544171333312,0.669818139909371,0.9145544171333312,0.2374137485984957,spacy,101367,cateter arterial radial 22gx5cm,EXTENSOR CATETER INF 12FRX120CM LROTAT,revisar,EXTENSOR CATETER INF 12FRX120CM LROTAT,1.38,1.38,1.38,101367,142.14,B,cateter arterial radial 22gx5cm,101367,554.3459999999999,0.37,205.0,-99.0,False
CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 100MG/5ML),CLORIDRATO DE IRINOTECANO TRI-HIDRATADO,1,['BERGAMO'],83664,cloreto de sodio 20% (200 mg/ml) sol inj amp 10 ml,0.64,111420,cloridrato de metformina+dapagliflozina (1000mg + 5mg),0.6,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.2275705760892224,113040,metilcobalamina 50mg/2ml,0.9716824889183044,0.6598506130015054,0.9716824889183044,0.2864179939265947,spacy,113040,metilcobalamina 50mg/2ml,CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 100MG/5ML),revisar,CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 100MG/5ML),44.11,44.11,44.11,113040,68.68,C,metilcobalamina 50mg/2ml,113040,549.44,0.36,198.0,-35.8,False
"COLAGENASE (0,6U/G POMADA DERMATOLOGICA BISNAGA 30G + ESPATULA PLASTICA)",COLAGENASE,1,['CRISTALIA'],86843,policresuleno + cinchocaína 50 mg/g + 10 mg/g pom retal bg 30g ,0.53,87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.51,106981,"ofatumumabe 20 mg/0,4 ml can preen kesimpta",0.86,86658,"colagenase s/ cloranfenicol 1,2 u/g pom derm bg 30 g",0.3176434296988441,87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.9286473989486694,0.6292581657295027,0.9286473989486694,0.2569309947820047,spacy,87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g","COLAGENASE (0,6U/G POMADA DERMATOLOGICA BISNAGA 30G + ESPATULA PLASTICA)",revisar,"COLAGENASE (0,6U/G POMADA DERMATOLOGICA BISNAGA 30G + ESPATULA PLASTICA)",15.0,15.0,15.0,87116,50.72,C,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",87116,420.976,0.47,198.0,-70.4,False
PEMETREXEDE INJETAVEL (500MG PO LIOF IV 30ML) ,PEMETREXEDE DISSODICO,1,['GLENMARK'],86955,meropenem 500 mg po liof inj fa,0.57,86955,meropenem 500 mg po liof inj fa,0.57,86954,meropenem 1 g po liof inj fa,0.86,83644,agua para injetaveis sol inj amp 10 ml,0.1752237212018353,86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.950020670890808,0.6250488784185287,0.950020670890808,0.3038141395369611,spacy,86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,PEMETREXEDE INJETAVEL (500MG PO LIOF IV 30ML),revisar,PEMETREXEDE INJETAVEL (500MG PO LIOF IV 30ML) ,135.9,135.9,135.9,86873,50.29,C,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,86873,452.61,0.43,195.0,170.2,False
"PLANTAGO OVATA FORSSK.Â¿(3,5G PO EFERV)",POLIESTIRENOSSULFONATO DE CALCIO,1,['EUROFARMA'],87705,frasco p/ nutricao enteral 300ml esteril c/ lacre ,0.52,87705,frasco p/ nutricao enteral 300ml esteril c/ lacre ,0.52,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,84873,004/06 formulario de troca de plantao 100 x 1,0.1586334073625435,87075,oxiberry cranberry env 5g,0.8685013651847839,0.5854269545094655,0.8685013651847839,0.2942089325327093,spacy,87075,oxiberry cranberry env 5g,"PLANTAGO OVATA FORSSK.Â¿(3,5G PO EFERV)",revisar,"PLANTAGO OVATA FORSSK.Â¿(3,5G PO EFERV)",23.333333,23.333333,23.333333,87075,3.06,C,oxiberry cranberry env 5g,87075,406.67400000000004,0.48,195.0,662.5,False
DACARBAZINA (200MG PO LIOFILO PARA SOLUCAO INJETAVEL FRASCO-AMPOLA),DACARBAZINA,2,['EUROFARMA ONCO'],116736,addaven sol inj amp 10ml,0.63,86620,hidrocortisona 500 mg po liof sol inj fa,0.61,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,84742,frasco de aspiracao 5l,0.2246001523764703,86620,hidrocortisona 500 mg po liof sol inj fa,0.9166201949119568,0.6482440694576854,0.9166201949119568,0.2730091309062138,spacy,86620,hidrocortisona 500 mg po liof sol inj fa,DACARBAZINA (200MG PO LIOFILO PARA SOLUCAO INJETAVEL FRASCO-AMPOLA),revisar,DACARBAZINA (200MG PO LIOFILO PARA SOLUCAO INJETAVEL FRASCO-AMPOLA),35.700001,34.400002,37.0,86620,4.3,C,hidrocortisona 500 mg po liof sol inj fa,86620,519.87,0.37,192.0,730.2,False
PEMETREXEDE INJETAVEL (500MG PO LIOF INJ IV 50ML VP),PEMETREXEDE DISSODICO HEMIPENTAIDRATADO,1,['CRISTALIA ONCO'],86955,meropenem 500 mg po liof inj fa,0.59,83644,agua para injetaveis sol inj amp 10 ml,0.57,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,83644,agua para injetaveis sol inj amp 10 ml,0.1941608537888008,86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,0.9436249136924744,0.6315571534962551,0.9436249136924744,0.2942805736978167,spacy,86873,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,PEMETREXEDE INJETAVEL (500MG PO LIOF INJ IV 50ML VP),revisar,PEMETREXEDE INJETAVEL (500MG PO LIOF INJ IV 50ML VP),148.2893,148.2893,148.2893,86873,50.29,C,imipenem 500 mg + cilastatina 500 mg po liof inj iv fa,86873,452.61,0.41,186.0,194.9,False
"ALPINIA ZERUMBET (0,08 ML/ML 15ML)",ALPINIA ZERUMBET (PERS.) B.L. BURTT & R.M. SM.,1,['HEBRON'],86960,mesalazina 400 mg com rev ,0.56,87234,"terbutalina 0,5 mg/ml sol inj amp 1 ml",0.57,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,101241,paracetamol s/cor gts 140mg/ml 15ml,0.1328819289627412,86450,"alfentanila 0,544 mg/ml inj amp 5 ml",0.9231813549995422,0.6092126567924566,0.9231813549995422,0.3131777112451617,spacy,86450,"alfentanila 0,544 mg/ml inj amp 5 ml","ALPINIA ZERUMBET (0,08 ML/ML 15ML)",revisar,"ALPINIA ZERUMBET (0,08 ML/ML 15ML)",255.00325,255.00325,255.00325,86450,20.09,C,"alfentanila 0,544 mg/ml inj amp 5 ml",86450,413.85400000000004,0.44,182.0,1169.3,False
MALEATO DE INDACATEROL,INDACATEROL,1,['NOVARTIS'],92737,indicador de limpeza atp,0.57,92737,indicador de limpeza atp,0.57,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87219,fumarato de formoterol di-hidratado+budesonida 6/200 mcg susp aerosol,0.1024942442832474,108872,fixador de canula de traqueostomia adulto,0.9320342540740968,0.6069056996714688,0.9320342540740968,0.3266956838596418,spacy,108872,fixador de canula de traqueostomia adulto,MALEATO DE INDACATEROL,revisar,MALEATO DE INDACATEROL,2.723067,2.723067,2.723067,108872,5.07,C,fixador de canula de traqueostomia adulto,108872,401.54400000000004,0.43,173.0,-46.3,False
SANEANTES QUARTENARIO DE AMONIO,PEROXIDO DE HIDROGENIO+QUATERNARIO DE AMONIO,1,['RIOQUIMICA'],103509,cartao de gestante,0.57,84112,kit campo cirurgico descartavel lap 3 peças,0.49,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87174,salicilato de dietilamônio 50 mg/g + escina 10 mg/g gel bg 30g ,0.143208089402674,108872,fixador de canula de traqueostomia adulto,0.9091033339500428,0.5944622846705434,0.9091033339500428,0.3101009469474563,spacy,108872,fixador de canula de traqueostomia adulto,SANEANTES QUARTENARIO DE AMONIO,revisar,SANEANTES QUARTENARIO DE AMONIO,292.404221,292.404221,292.404221,108872,5.07,C,fixador de canula de traqueostomia adulto,108872,401.54400000000004,0.43,173.0,5667.3,False
PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL  (125+25MCG SUS INAL),PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL,1,['GSK'],86503,"beclometasona, dipropionato 0,4 mg/ml sus nas flac 2 ml",0.59,86818,"fluticasona, furoato 27,5 mcg/dose sus spr nas fr 120 doses",0.59,98005,reviscon mono 48mg ah (2.0%) em 2.4ml de solução,0.86,86818,"fluticasona, furoato 27,5 mcg/dose sus spr nas fr 120 doses",0.3247600476649124,108872,fixador de canula de traqueostomia adulto,0.8646783828735352,0.6458876861076895,0.8646783828735352,0.2253238109035426,spacy,108872,fixador de canula de traqueostomia adulto,PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL  (125+25MCG SUS INAL),revisar,PROPIONATO DE FLUTICASONA+XINAFOATO DE SALMETEROL  (125+25MCG SUS INAL),120.3345,120.3345,120.3345,108872,5.07,C,fixador de canula de traqueostomia adulto,108872,401.54400000000004,0.41,165.0,2273.5,False
FOSFATO DE OSELTAMIVIR SOLIDO (75MG COMPRIMIDO),FOSFATO DE OSELTAMIVIR,2,['NATCOFARMA'],86826,fosfato de ruxolitinibe 5 mg com jakavi,0.62,86826,fosfato de ruxolitinibe 5 mg com jakavi,0.62,92737,indicador de limpeza atp,0.86,86850,"prednisolona, fosfato sodico 3 mg/ml sol or fr 120 ml",0.2154598221748538,100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.9381138682365416,0.6507147380822792,0.9381138682365416,0.2818387007500486,spacy,100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",FOSFATO DE OSELTAMIVIR SOLIDO (75MG COMPRIMIDO),revisar,FOSFATO DE OSELTAMIVIR SOLIDO (75MG COMPRIMIDO),8.35,5.0,11.7,100370,2.15,C,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",100370,423.335,0.38,161.0,288.4,False
"ORTOFTALALDEIDO 0,55% 5 LITROS",ORTOFTALALDEÃDO,1,['RIOQUIMICA'],84107,hipoclorito de sodio 1% 5l,0.48,84107,hipoclorito de sodio 1% 5l,0.48,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi",0.86,84100,"desinfetante glutaraldeido a 2%, tamponado a ph 6",0.2187184681606795,92818,monocryl plus 3-0 70cm ag19mm3/8 (mcp427,0.8995336890220642,0.5876504314365487,0.8995336890220642,0.2875471605503993,spacy,92818,monocryl plus 3-0 70cm ag19mm3/8 (mcp427,"ORTOFTALALDEIDO 0,55% 5 LITROS",revisar,"ORTOFTALALDEIDO 0,55% 5 LITROS",239.86,239.86,239.86,92818,43.05,C,monocryl plus 3-0 70cm ag19mm3/8 (mcp427,92818,309.099,0.52,161.0,457.2,False
"LATANOPROSTA (0,05MG/ML SOL OFTALM FRASCO GOTA 2,5ML)",LATANOPROSTA,1,['LEGRAND OFTA'],83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.61,111299,ciclolato 10mg/ml solução oftálmica estéril 5ml,0.61,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,111299,ciclolato 10mg/ml solução oftálmica estéril 5ml,0.1980371966810908,87017,"naloxona 0,4 mg/ml sol inj amp 1 ml",0.9663782119750975,0.6488830817312377,0.9663782119750975,0.2965043469598512,spacy,87017,"naloxona 0,4 mg/ml sol inj amp 1 ml","LATANOPROSTA (0,05MG/ML SOL OFTALM FRASCO GOTA 2,5ML)",revisar,"LATANOPROSTA (0,05MG/ML SOL OFTALM FRASCO GOTA 2,5ML)",10.2498,10.2498,10.2498,87017,10.03,C,"naloxona 0,4 mg/ml sol inj amp 1 ml",87017,406.215,0.39,158.0,2.2,False
CLORIDRATO DE GENCITABINA (1000MG PO LIOFILO INJETAVEL),CLORIDRATO DE GENCITABINA,6,"['ACCORD', 'BERGAMO', 'CRISTALIA ONCO', 'EUROFARMA ONCO', 'FARMARIN ONCO']",86705,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",0.64,86705,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",0.64,92737,indicador de limpeza atp,0.86,106817,capecitabina 500 mg com rev,0.2993026385072339,100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.9111821055412292,0.6700969488096926,0.9111821055412292,0.2416015805285846,spacy,100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",CLORIDRATO DE GENCITABINA (1000MG PO LIOFILO INJETAVEL),revisar,CLORIDRATO DE GENCITABINA (1000MG PO LIOFILO INJETAVEL),87.58333333333333,60.0,155.0,100370,2.15,C,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",100370,423.335,0.36,152.0,3973.6,False
"AMINOÂ¿CIDOS   (0,5G/ML INJ IV 10ML)",ASPARTATO DE ORNITINA,1,['BIOLAB'],83688,ocitocina 5 ui/ml sol inj amp 1 ml,0.65,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.59,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,86846,"retinol, acetato de + aminoacidos + metionina + cloranfenicol 10.000 ui/g + 25 mg/g + 5 mg/g + 5 mg/g pom oft 3,5 g (regencel)",0.3823713242052748,86450,"alfentanila 0,544 mg/ml inj amp 5 ml",0.9439661502838136,0.6852674948978177,0.9439661502838136,0.2233395535045717,spacy,86450,"alfentanila 0,544 mg/ml inj amp 5 ml","AMINOÂ¿CIDOS   (0,5G/ML INJ IV 10ML)",revisar,"AMINOÂ¿CIDOS   (0,5G/ML INJ IV 10ML)",48.00002,48.00002,48.00002,86450,20.09,C,"alfentanila 0,544 mg/ml inj amp 5 ml",86450,413.85400000000004,0.35,145.0,138.9,False
"PACLITAXEL (6MG/ML SOL INJ IV FRASCO AMPOLA 16,7ML)",PACLITAXEL,8,"['ACCORD', 'BERGAMO', 'BLAU', 'CAMBER', 'EUROFARMA ONCO', 'FARMARIN ONCO']",106331,etilefrina 10mg/ml sol inj amp 1ml,0.67,113736,propofol 10mg/ml sol inj fa 20ml,0.66,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.1132201798284812,86727,"dobutamina 12,5 mg/ml sol inj iv amp 20 ml",0.952043116092682,0.6510526591842326,0.952043116092682,0.3255599326028752,spacy,86727,"dobutamina 12,5 mg/ml sol inj iv amp 20 ml","PACLITAXEL (6MG/ML SOL INJ IV FRASCO AMPOLA 16,7ML)",revisar,"PACLITAXEL (6MG/ML SOL INJ IV FRASCO AMPOLA 16,7ML)",39.912500875,29.5,57.4,86727,6.06,C,"dobutamina 12,5 mg/ml sol inj iv amp 20 ml",86727,428.442,0.33,141.0,558.6,False
ANTIASTENICO VITAMINA,SULBUTIAMINA,1,['SERVIER'],86943,magnesio + vitamina b3 cap ,0.62,86943,magnesio + vitamina b3 cap ,0.62,86406,"racealfatocoferol, acetato de 400 mg cap gel mole (vitamina e)",0.86,86943,magnesio + vitamina b3 cap ,0.3078201585100555,86943,magnesio + vitamina b3 cap ,0.5868526697158813,0.5989345656451874,0.86,0.1961735432690063,fuzz_wratio,86406,"racealfatocoferol, acetato de 400 mg cap gel mole (vitamina e)",ANTIASTENICO VITAMINA,revisar,ANTIASTENICO VITAMINA,1.158262,1.158262,1.158262,86406,0.46,C,"racealfatocoferol, acetato de 400 mg cap gel mole (vitamina e)",86406,361.05400000000003,0.38,137.0,151.8,False
OXALIPLATINA (100MG PO LIOF INJ IV FA),OXALIPLATINA,5,"['BERGAMO', 'EUROFARMA ONCO', 'FARMARIN ONCO', 'GLENMARK']",87071,oxacilina 500 mg po liof inj fa,0.84,87071,oxacilina 500 mg po liof inj fa,0.78,87109,guselcumabe 100 mg sol inj ser+can preenc 1 ml tremfya,0.86,87071,oxacilina 500 mg po liof inj fa,0.2986483113100124,86329,cetoprofeno 100 mg po liof iv fa,0.98783677816391,0.7532970178947844,0.98783677816391,0.2652029073632582,spacy,86329,cetoprofeno 100 mg po liof iv fa,OXALIPLATINA (100MG PO LIOF INJ IV FA),revisar,OXALIPLATINA (100MG PO LIOF INJ IV FA),64.338,52.0,78.0,86329,3.13,C,cetoprofeno 100 mg po liof iv fa,86329,788.447,0.16,126.0,1955.5,False
