linha_produto,principio_ativo,n_skus,marcas,decision,cod_item,desc_global,confidence,reasoning,n_candidates,candidate_cod_items,model,cached,error,run_pass,custo_medio,custo_min,custo_max,vl_medio_global,prev_mes_rs,abc_global
SULFADIAZINA DE PRATA (10MG/G CREME 30G TOPICO),SULFADIAZINA DE PRATA,1,['UNIAO QUIMICA'],no_match,,,0.97,"Global: sulfadiazina de prata 10 mg/g, creme tópico, 30 g (R$6,20/un). Nenhum candidato Unimed traz a mesma substância e volume. Ex.: cod 86326 é cetoconazol 20 mg/g creme 30 g — princípio diferente; apesar do preço 6,34/un ~1,02× do Global, é clinicamente incompatível. Match anterior rejeitado (cod 87203: sulfadiazina de prata 10 mg/g creme 50 g) também não serve: volume 50 g ≠ 30 g e preço 27,12/un → 4,37× o Global (>4×). Portanto, sem equivalente válido.",40,"[84654, 87034, 87767, 87316, 87549, 84316, 86326, 87349, 86727, 83643, 87592, 86870, 83690, 84843, 87703, 87195, 86461, 86503, 88154, 87768, 84649, 88198, 84114, 102367, 107024, 87188, 86583, 86865, 87033, 86710, 84873, 92908, 101464, 83673, 111420, 111221, 86584, 87286, 88195, 87189]",openai:gpt-5,False,,reanalyze_price,6.2,6.2,6.2,,,
SULFADIAZINA DE PRATA TOPICO (CR/POM/GEL/SPRAY),SULFADIAZINA DE PRATA,1,['UNIAO QUIMICA'],no_match,,,0.9,"Global: sulfadiazina de prata 10 mg/g creme tópico 30 g (R$4,80/un). Nenhum candidato Unimed é sulfadiazina de prata em creme/pomada/gel/spray; são soluções de glicose EV, comprimidos, dispositivos e outros (ex.: 87323 glicose 10% 250 ml R$4,79/un), violando a Regra Clínica 1/2. Match anterior (cod 87203) estava errado: embalagem 50 g (≠30 g) e VL/un R$27,12; razão 27,12/4,80=5,65× (>4×), portanto produto/unidade incompatíveis.",40,"[87323, 92885, 115151, 87312, 87317, 88128, 89511, 106843, 87315, 87578, 84153, 112391, 87313, 86641, 87789, 83674, 83787, 87293, 86790, 84320, 87569, 88191, 113316, 87829, 92724, 86865, 83673, 111420, 115150, 87792, 88078, 87791, 84899, 84157, 84734, 86741, 87790, 87215, 92943, 87736]",openai:gpt-5,False,,reanalyze_price,4.8,4.8,4.8,,,
TOBRAMICINA LIQUIDO (3MG/ML SOL OFT 5ML),TOBRAMICINA,1,['NEO QUIMICA'],no_match,,,0.99,"Global: tobramicina 3 mg/ml, solução oftálmica, frasco 5 ml (via oftálmica). Match anterior (cod 87252) tinha mesma descrição, porém VL/un=R$23,79 vs Global R$4,18 ⇒ razão 5,69 (>4), indicando unidade/embalagem diferente — rejeitado. Entre os candidatos listados não há tobramicina oftálmica 3 mg/ml 5 ml: todos são outras substâncias/formas/vias (ex.: 83662 cloreto de sódio 0,9% 250 ml IV; 87319 água bidestilada 250 ml; 107573 oximetazolina nasal 30 ml; vários injetáveis). Embora alguns VL/un ≈ R$4,10 (razão ~1,0 vs R$4,18), não atendem à regra clínica (substância/forma/via/volume diferentes).",40,"[83662, 87905, 86709, 86732, 87710, 87290, 84721, 87683, 102359, 87996, 87319, 86890, 87090, 87785, 84859, 84165, 86463, 92852, 86556, 87709, 86620, 87071, 84182, 87263, 107573, 83669, 87141, 110280, 86429, 83666, 86469, 86978, 83688, 92960, 86859, 86536, 86630, 87007, 113736, 115780]",openai:gpt-5,False,,reanalyze_price,4.18,4.18,4.18,,,
PROPE DESC C/ELASTICO 20G BRANCO,PRODUTOS PARA SAUDE,3,"['DEJAMARO', 'HNDESC', 'TECBOND/MEGA']",match,87680.0,sapatilha cirurgica descartavel,0.84,"Global: propé descartável com elástico, TNT ~20 g/m², branco, unidade. Candidato 87680 “sapatilha cirúrgica descartável” é equivalente a propé com elástico (mesma função/dispositivo; cor/gramatura não descritas, mas usualmente branco e nessa faixa). Preço compatível: Global R$0,06/un vs Unimed R$0,0600/un (razão=1,00 dentro de 0,3–3). Match anterior 92738 era lençol descartável com elástico (produto diferente) e preço 1,43/un (razão≈23,8×), por isso incorreto.",40,"[87680, 83895, 103138, 86483, 86482, 86636, 86706, 87689, 86729, 86941, 84227, 87445, 87682, 86562, 86455, 87500, 87444, 86470, 86618, 106811, 84194, 83885, 86635, 86707, 86577, 84226, 83909, 84922, 86762, 101325, 84225, 111591, 87804, 106547, 108160, 84179, 92745, 83786, 84906, 87656]",openai:gpt-5,False,,reanalyze_price,0.05706133333333333,0.055,0.061184,0.06,377.196,C
CLORIDRATO DE METOCLOPRAMIDA (10MG SOL INJ IMPLANTE OSSEO AMP 2ML),PERMETRINA,2,['NATIVITA'],no_match,,,0.8,"Global é PERMETRINA (loção tópica 1% ou 5%, frasco ~60 ml), enquanto os candidatos Unimed listados são comprimidos, dispositivos/produtos não-medicamentos ou injetáveis de outros princípios (ex.: 87802 eletrodo neonatal 2,41 R$/un; 110606 cateter IV 20G 2,32 R$/un; 86675 dapagliflozina 10 mg 2,40 R$/un). Clinicamente não equivalem (princípio e forma/via diferentes). Preço Global 2,39 R$/un; embora alguns candidatos estejam na faixa (razões ~0,97–1,01), falham na regra clínica. Match anterior rejeitado (86979 metoclopramida 5 mg/ml amp 2 ml): princípio/forma/via diferentes e VL/un 0,54 R$ (razão 0,54/2,39=0,23<0,25), confirmando produto errado.",40,"[86675, 87818, 87802, 86908, 108004, 86420, 84263, 86797, 87505, 86779, 100851, 111113, 87277, 107356, 99655, 110606, 87146, 83876, 87461, 111003, 86892, 83752, 87007, 86646, 86341, 86335, 86978, 86429, 86601, 110280, 86931, 115305, 86994, 87206, 111420, 87141, 83673, 106331, 86909, 86824]",openai:gpt-5,False,,reanalyze_price,2.39,1.99,2.79,,,
GLICLAZIDA (30MG COMPRIMIDO LIBERACAO PROLONGADA),GLICLAZIDA,5,"['EMS', 'SERVIER', 'TORRENT PHARMA']",no_match,,,0.9,"Produto Global é GLICLAZIDA 30 mg comprimido de liberação prolongada. Nenhum candidato listado é gliclazida (todos têm outros princípios ativos ou são insumos), logo falha clínica. O match anterior (cod_item=86600) tinha VL/un=R$1,97 vs Global R$0,13 → razão ≈15,2× (fora da faixa 0,25–4×), indicando produto/unidade/embalagem diferente — não reutilizar. Embora alguns candidatos tenham preço/un parecido (p.ex. baclofeno 10 mg, VL/un=R$0,13, razão ≈1,0×), o princípio ativo é diferente, portanto inválido.",40,"[83899, 86502, 84916, 87143, 86938, 86338, 86491, 83667, 87526, 86967, 88163, 88161, 88162, 87745, 87545, 87544, 86426, 86852, 87537, 84922, 86762, 87092, 83685, 86576, 86453, 87140, 87295, 87139, 87101, 86966, 86413, 86848, 102397, 87050, 86657, 86836, 83657, 117320, 95573, 86419]",openai:gpt-5,False,,reanalyze_price,0.1291056,0.052198,0.205745,,,
ELETRODO DESC ECG NEONATAL,PRODUTOS PARA SAUDE,1,['MEDPEX'],no_match,,,0.9,"Global: eletrodo ECG neonatal descartável (unidade). Candidatos clínicos próximos: 87515 (eletrodo descartável adulto) e 88010 (eletrodo descartável infantil) — não são neonatal (porte/especificação diferentes). Demais itens são medicamentos ou não correlatos. Preço Global 0,26 R$/un; 87515=0,18 (ratio 0,69) e 88010=0,66 (ratio 2,54) — preços até compatíveis, porém reprovados clinicamente. Match anterior (87802) tinha VL Médio 2,41 R$/un, ratio ≈9,3× (>4×), indicando produto/unidade diferente; portanto, incorreto.",40,"[87101, 87165, 86882, 84119, 86900, 86966, 86805, 88004, 86479, 107631, 86787, 86952, 86731, 87539, 117083, 84904, 111595, 88139, 84268, 87640, 87716, 86854, 87061, 83651, 86531, 86851, 83671, 87273, 87515, 87159, 84225, 87526, 87284, 87614, 86852, 87271, 87616, 88010, 92867, 87621]",openai:gpt-5,False,,reanalyze_price,0.26,0.26,0.26,,,
CLORIDRATO DE TIAMINA SOLIDO (300MG COMPRIMIDO),CLORIDRATO DE TIAMINA,2,"['CELLERA', 'JANSSEN-CILAG']",no_match,,,0.9,"Global: cloridrato de tiamina 300 mg comprimido (via oral). Único candidato com tiamina é cod_item=87238 (100 mg/ml solução injetável 1 ml, ampola) — forma e via diferentes do comprimido 300 mg, portanto clinicamente não equivalente. Preço de 87238: VL/un R$0,33 vs Global R$0,22 (ratio ~1,5×, aceitável), porém descartado por incompatibilidade clínica. Demais candidatos são materiais ou outros fármacos (não tiamina). Match anterior rejeitado (cod_item=87239, comprimido 300 mg): VL Médio R$0,96 → 0,96/0,22 ≈ 4,36× (>4×), confirmando produto/unidade incompatível. Sem candidato válido.",40,"[83883, 107628, 107340, 107629, 107342, 107398, 107341, 107630, 107627, 92745, 86492, 86693, 92944, 83911, 111596, 87899, 86535, 87211, 83900, 87761, 83671, 87773, 86851, 87259, 87181, 87187, 87185, 86918, 87257, 87238, 86924, 86426, 86848, 87186, 87031, 86569, 87271, 86651, 86334, 92912]",openai:gpt-5,False,,reanalyze_price,0.218489,0.18997,0.247008,,,
ACIDO ASCORBICO (100MG/ML SOL INJ AP 5ML),ACIDO ASCORBICO,2,"['HYPOFARMA', 'USO E CONSUMO']",no_match,,,0.93,"Global: ácido ascórbico 100 mg/ml, solução injetável IV/IM, ampola 5 ml (unidade). Nenhum candidato Unimed traz ácido ascórbico injetável 100 mg/ml 5 ml. Os únicos com ácido ascórbico são formas orais: cod 86423 (sol oral 200 mg/ml fr 20 ml) e comprimidos 500 mg/1 g efervescente — via e forma diferentes. Preço também não confere: 86423 tem VL/un=R$6,74 vs Global R$1049,88 (razão ~0,006), fora da faixa 0,25–4×. Match anterior rejeitado (cod 86421, ácido ascórbico 100 mg/ml amp 5 ml) mantém-se incorreto pelo preço: VL/un=R$0,81 vs R$1049,88 (razão ~0,0008). Demais itens com preço próximo (ex.: rituximabe, DIU, biologicos) não são a mesma substância/forma — descartar clinicamente.",40,"[86959, 115565, 92880, 87337, 86917, 92945, 87335, 107324, 86403, 86445, 116768, 84245, 101571, 87261, 87250, 106834, 87304, 107406, 92888, 92878, 117320, 110407, 105037, 86550, 87255, 87130, 86433, 106342, 110317, 86423, 86424, 86420, 86429, 86596, 113736, 115780, 86595, 86418, 86417, 106331]",openai:gpt-5,False,,reanalyze_price,1049.88,0.76,2099.0,,,
PARACETAMOL SOLIDO (CP/CAP/PO) ORAL,PARACETAMOL,1,['PRATI DONADUZZI'],no_match,,,0.9,"Clínico: Global = paracetamol sólido oral 500 mg (ex.: 500 mg/comp). Nenhum candidato com paracetamol 500 mg em sólido. 87101 é 750 mg (dose diferente); 87097 e 101241 são gotas (forma/volume diferentes); 87098 e 87099 têm codeína (combinação). Preço: custo Global R$0,06/un. 87101 R$0,26/un (4,33× >4×); 87097 R$1,45/un (24,2×); 101241 R$37,00/un (616×); 87098 R$0,62/un (10,3×); 87099 R$2,87/un (47,8×). Demais itens não são paracetamol. Match anterior rejeitado 87100: R$1,06/un vs R$0,06/un (17,7×) — embalagem/unidade incompatível.",40,"[87680, 83895, 103138, 86483, 86482, 86636, 86706, 87689, 86729, 86941, 84227, 87445, 87682, 86562, 86455, 87500, 87444, 86470, 86618, 106811, 84194, 83885, 86635, 86707, 86577, 86318, 87101, 87097, 87701, 87098, 87099, 101241, 86594, 86593, 87082, 87401, 86536, 86906, 110302, 103669]",openai:gpt-5,False,,reanalyze_price,0.055,0.055,0.055,,,
FERRIPOLIMALTOSE  (100MG CP),FERRIPOLIMALTOSE,1,['FQM'],no_match,,,0.98,"Global: ferripolimaltose 100 mg comprimido (Ultrafer). Nenhum candidato Unimed é ferripolimaltose 100 mg com; ex.: #36 é sulfato ferroso 40 mg (sal e dose diferentes), os demais são outras substâncias ou dispositivos. Preço Global R$0,36/un; embora vários candidatos tenham VL/un ~R$0,32–0,41 (ratio ~0,9–1,1), sem equivalência clínica não pode haver match. Match anterior (cod 86797) foi corretamente rejeitado: VL Médio R$2,36 → 2,36/0,36=6,56× (>4×), indicando unidade/embalagem distinta.",40,"[86980, 86925, 87538, 86660, 88140, 86924, 86898, 86563, 86937, 87982, 86524, 87835, 87068, 86775, 87238, 86345, 83884, 87547, 83664, 83650, 87166, 83902, 86413, 86935, 83881, 87257, 86661, 87142, 86983, 86787, 92918, 86788, 86862, 92944, 111596, 87211, 92914, 86766, 87026, 86871]",openai:gpt-5,False,,reanalyze_price,0.356667,0.356667,0.356667,,,
DIMENIDRINATO+CLORIDRATO DE PIRIDOXINA (B6  25+5MG/ML SOL OR 20ML ),DIMENIDRINATO+CLORIDRATO DE PIRIDOXINA,2,"['HYPERA', 'UNIAO QUIMICA']",no_match,,,0.98,"Global: dimenidrinato + piridoxina (B6) 25+5 mg/ml, solução oral, frasco 20 ml; custo R$3,37/frasco (≈R$0,168/ml). Nenhum candidato Unimed traz o mesmo princípio e especificação (os orais listados são outros fármacos: p.ex. bromoprida 4 mg/ml 20 ml; dexclorfeniramina 0,4 mg/ml 120 ml; hidroxizina 2 mg/ml 120 ml; demais são dispositivos/IV). Match anterior (cod 86717) estava errado: frasco 30 ml com VL R$20,60 → ≈R$0,687/ml; razão ≈4,07× vs Global e volume 30 ml≠20 ml — preço e embalagem incompatíveis.",40,"[92795, 88197, 86429, 84137, 84912, 87788, 86988, 87575, 87753, 83645, 86411, 83657, 87499, 87525, 84262, 87885, 102366, 101603, 86442, 83926, 87891, 87576, 83660, 104761, 111148, 110280, 111420, 83673, 86859, 86824, 86696, 86536, 86463, 83662, 83663, 86646, 86908, 86633, 100370, 86865]",openai:gpt-5,False,,reanalyze_price,3.3749915,3.2,3.549983,,,
LEVETIRACETAM (500MG COMPRIMIDO REVESTIDO) C1,LEVETIRACETAM,1,['SANDOZ'],no_match,,,0.95,"Clínico: Global é levetiracetam 500 mg comprimido revestido. Nenhum candidato Unimed tem a MESMA dose e forma. 86907 e 108004 são levetiracetam 250 mg (dose diferente); 86906 é solução oral 100 mg/ml fr 150 ml (forma/volume diferentes). Preço: custo Global R$73,01/un. 86907 R$0,78/un (ratio≈0,01), 108004 R$2,37/un (ratio≈0,03) — muito abaixo do intervalo aceitável; 86906 R$62,49/un (ratio≈0,86) mas forma errada. MATCH ANTERIOR (cod 116670, R$1,96/un, ratio≈0,03) foi incorreto pelo mesmo motivo de preço e provável unidade/dose diferentes.",40,"[92783, 84947, 88106, 84112, 84948, 86818, 87956, 103200, 87354, 83682, 88108, 111303, 87497, 106130, 100812, 84168, 88150, 100391, 115315, 115186, 87741, 92789, 88086, 92805, 83795, 116377, 86906, 86665, 101241, 87100, 86907, 102396, 87259, 87391, 87142, 87257, 87101, 86915, 106817, 108004]",openai:gpt-5,False,,reanalyze_price,73.01,73.01,73.01,,,
TUBO TRAQUEOSTOMIA,PRODUTOS PARA SAUDE,11,['SOLIDOR'],match,87479.0,"canula traqueostomia com balao n° 5,5 ",0.69,"Clínico: mesmo dispositivo (cânula/tubo de traqueostomia) com balão, calibre 5,5 — coincide com um dos SKUs Global (5,5 C/BALÃO). Unidade compatível (UN). Preço: Global R$11,00/un vs Unimed VL/un R$36,37 → razão ≈3,31×, dentro da faixa aceitável (~0,25×–4×). Match anterior (cod 87480, 6,0 C/BALÃO) foi rejeitado pois VL/un R$48,06 → razão ≈4,37× (>4×), sugerindo produto/unidade incompatível.",40,"[87738, 86471, 86973, 86728, 84733, 87763, 84734, 87447, 86435, 87350, 87790, 83832, 87173, 84897, 87626, 86846, 101229, 87629, 87516, 84107, 87014, 83891, 83691, 84211, 86692, 83777, 87478, 84316, 87485, 103580, 83919, 87755, 108872, 87785, 87484, 87481, 87479, 87486, 87483, 87477]",openai:gpt-5,False,,reanalyze_price,11.488281818181818,11.0,12.1876,36.37,38.1885,C
BESILATO DE ANLODIPINO (5MG CPR SIMPLES),BESILATO DE ANLODIPINO,5,"['EMS', 'NEO QUIMICA', 'PRATI DONADUZZI', 'SERVIER']",no_match,,,0.93,"Nenhum candidato Unimed é BESILATO DE ANLODIPINO 5 mg comprimido. O mais próximo (cod_item=86905, levanlodipino 2,5 mg com) não é a mesma substância nem dose (falha clínica), apesar do preço 0,72/un vs Global 0,92/un (razão=0,78) estar na faixa. O match anterior rejeitado (cod_item=86483, anlodipino 5 mg com) tinha VL/un=0,06; razão 0,06/0,92=0,065 (<0,25), indicando unidade/embalagem errada ou produto diferente — não deve ser repetido.",40,"[117583, 86581, 86430, 88090, 87613, 84906, 87066, 87267, 87615, 86669, 87981, 87603, 110641, 83789, 86758, 87209, 110444, 87552, 92914, 110308, 87239, 87604, 84102, 86801, 87605, 87127, 83802, 86905, 86683, 86725, 86724, 87284, 92912, 101721, 111151, 86570, 86568, 86633, 111003, 110280]",openai:gpt-5,False,,reanalyze_price,0.715615,0.03,1.589741,,,
CARMABAZEPINA (200MG CPR LIB PROL) C1,CARBAMAZEPINA,1,['NOVARTIS'],no_match,,,0.86,"Global pede carbamazepina 200 mg comprimido de liberação prolongada (C1) – ex.: Tegretol LP 200 mg – custo Global=R$0,75/un. Nenhum candidato Unimed tem a mesma substância+força+forma/liberação. O único com a substância é 86566 (carbamazepina 400 mg com): dose distinta (400≠200 mg) e sem liberação prolongada; apesar do preço R$0,54/un (razão 0,54/0,75=0,72, dentro da faixa), falha clinicamente. Vários outros têm preço parecido, mas são fármacos/dispositivos diferentes (ex.: levetiracetam 250 mg R$0,78/un – razão 1,04). Match anterior rejeitado (86565 carbamazepina 200 mg com): forma imediata, não LP, e preço R$0,16/un (razão 0,16/0,75=0,21<0,25), confirmando produto/unidade errados.",40,"[87602, 87621, 87230, 84178, 86437, 86905, 87045, 86907, 86494, 86695, 87207, 102358, 87598, 86651, 87600, 83665, 86407, 87677, 86330, 83639, 87062, 87556, 87308, 83882, 86421, 87300, 86960, 86708, 86689, 86648, 86566, 87072, 86424, 87223, 86981, 86968, 87301, 92955, 106331, 86980]",openai:gpt-5,False,,reanalyze_price,0.7485,0.7485,0.7485,,,
CANDESARTANA CILEXETILA (8MG COMPRIMIDO) USO ORAL/ADULTO,CANDESARTANA CILEXETILA,1,['SANDOZ'],no_match,,,0.95,"Global: Candesartana cilexetila 8 mg comprimido (uso oral). Nenhum candidato Unimed traz a mesma substância/forma/via; são suturas (vicryl/ethibond), fármacos injetáveis (bupivacaína 5 mg/ml FA 20 ml; difenidramina 50 mg/ml amp 1 ml; nitroprussiato; ropivacaína), colírios/carmelose, ou dispositivos (seringas, cânulas, sonda, espaçador). Logo, falha na regra clínica. Preço Global R$19,25/un; embora vários candidatos tenham VL/un ≈R$18–20 (razão ~0,9–1,0), não são o mesmo produto, então descarto. Match anterior rejeitado (cod_item=86559): VL Médio R$2,52 vs R$19,25/un (razão 0,13 < 0,25), indicando unidade/embalagem diferente ou produto incorreto — permanece inválido.",40,"[92820, 87417, 86547, 87418, 114194, 84229, 87693, 86712, 87687, 104604, 87041, 86573, 87535, 84731, 87096, 87681, 87928, 88152, 87170, 87593, 103580, 87485, 92841, 114193, 84937, 88215, 87815, 87484, 87479, 87486, 87483, 87472, 87477, 87997, 87550, 87571, 87480, 87750, 83643, 87474]",openai:gpt-5,False,,reanalyze_price,19.25,19.25,19.25,,,
LOSARTANA POTASSICA (50MG COMPRIMIDO),LOSARTANA POTASSICA,3,"['EMS', 'NEO QUIMICA']",no_match,,,0.98,"Clínico: Global é losartana potássica 50 mg comprimido. Nenhum candidato Unimed listado é losartana; todos são outros fármacos (ex.: captopril 50 mg, sinvastatina, sertralina) ou materiais (agulha, saco, pulseira), portanto não equivalentes. Preço: Global R$0,21/un (faixa 0,11–0,21). Embora vários candidatos tenham VL/un ~R$0,20–0,23 (razão ~0,95–1,10 vs Global), o preço compatível não supera a divergência clínica. Match anterior rejeitado (cod_item=86941) tinha VL Médio R$0,05/un; razão 0,05/0,21 ≈ 0,24 (<0,25), indicando unidade/embalagem diferente ou produto incorreto — não repetir.",40,"[83911, 111596, 87899, 86535, 87211, 83883, 107628, 107340, 107629, 107342, 107398, 107341, 107630, 107627, 92745, 86492, 86693, 92944, 87259, 87181, 86532, 115792, 87295, 83900, 87761, 87187, 87185, 87101, 87184, 87273, 86922, 86918, 86976, 86345, 86491, 86925, 86563, 86924, 86937, 87186]",openai:gpt-5,False,,reanalyze_price,0.17977766666666664,0.113333,0.213,,,
CLORIDRATO DE TIAMINA (100 MG/ML SOL INJ IM/IV 1ML),CLORIDRATO DE TIAMINA,2,"['CITOPHARMA', 'HIPOLABOR']",no_match,,,0.98,"Global: cloridrato de tiamina 100 mg/ml, solução injetável IM/IV, ampola 1 ml (custo ~R$5,70/un). Nenhum candidato listado é tiamina com essas especificações — todos são outras substâncias/formas/volumes (ex.: aciclovir 250 mg inj FA, sulfato de magnésio 50% 10 ml, clonidina 150 mcg/ml 1 ml, etc.). Apesar de vários preços estarem próximos (R$5,4–6,6/un; razão ~0,9–1,2 vs R$5,70), não há equivalência clínica. Match anterior rejeitado (cod_item=87238) tinha VL/un R$0,33 ⇒ 0,33/5,70=0,058 (<0,2), indicando unidade/embalagem errada — não repetir.",40,"[86409, 87210, 84651, 102396, 88184, 86544, 86690, 84213, 87115, 84662, 83666, 86722, 87367, 87369, 114765, 87231, 86865, 88153, 87188, 84151, 84114, 88198, 86503, 88154, 87703, 86963, 86727, 86615, 86641, 86732, 86463, 86654, 86912, 83673, 87141, 87206, 87380, 86988, 86734, 86789]",openai:gpt-5,False,,reanalyze_price,5.7,4.0,7.4,,,
CATETER INTRAVENOSO 16G TEFLON,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.86,"Global: cateter intravenoso 16G em teflon, sem menção a dispositivo de segurança; custo ≈ R$0,58/un. Candidatos Unimed: não há IV 16G equivalente sem segurança. 87698 é cateter epidural 16G (dispositivo diferente). Itens 87886/87888/87889/87890/87891/92795 são cateteres IV com dispositivo de segurança e gauge 14G–24G (não 16G) e VL/un ≈ R$3,16–3,37 (razão 5,4–5,8× > 4×). 110606 é IV sem segurança, porém 20G (gauge errado) e VL/un R$2,32 (razão 4,0× no limite superior, ainda incompatível clinicamente). Match anterior 87887 (IV 16G c/ segurança) VL/un R$2,89 → razão 5,0×, continua incompatível. Sem candidato que atenda especificação clínica + preço.",40,"[86569, 86919, 83904, 100842, 87800, 110611, 83642, 87907, 87616, 84277, 87271, 86862, 86591, 86626, 86344, 86590, 87098, 86998, 87614, 86979, 86566, 87284, 87742, 86617, 86485, 92918, 102397, 102358, 87494, 106331, 88148, 87503, 87698, 87890, 87891, 87889, 87888, 92795, 87886, 110606]",openai:gpt-5,False,,reanalyze_price,0.58,0.58,0.58,,,
SONDA FOLEY 2 VIAS FR 16 C/ BALAO 5-10CC,PRODUTOS PARA SAUDE,1,['DESCARPACK'],no_match,,,0.9,"Global: sonda Foley 2 vias FR16 com balão 5–10 cc (DESCARPACK). Entre os candidatos, o único com FR16 é o cod_item=87585, porém possui balão 30 cc, clinicamente diferente (especificação do balão deve coincidir). Preços: 87585 tem VL/un=R$2,11 vs custo Global=R$1,82 (ratio≈1,16, aceitável), mas falha clinicamente. Outros candidatos são tamanhos diferentes (ex.: 87588 FR22) ou outros dispositivos/insumos (nasogástrica, endotraqueal, etc.). Match anterior rejeitado (cod_item=87916) permanece inválido: R$14,69 vs R$1,82 (ratio≈8,1>4×), além de material 100% silicone distinto. Portanto, nenhum candidato atende clínica+preço.",40,"[88196, 84847, 86995, 87460, 87951, 87610, 86962, 86860, 84902, 111147, 87215, 86694, 86622, 87609, 87772, 88027, 87457, 84278, 101721, 84212, 84269, 86431, 111146, 86422, 111151, 87588, 87584, 87585, 87587, 87583, 87586, 87589, 86438, 102531, 87566, 87565, 87564, 87567, 87563, 87576]",openai:gpt-5,False,,reanalyze_price,1.8165,1.8165,1.8165,,,
CANDESARTANA CILEXETILA (16MG COMPRIMIDO) USO ORAL/ADULTO,CANDESARTANA CILEXETILA,1,['SANDOZ'],no_match,,,0.93,"Global: candesartana cilexetila 16 mg, comprimido, via oral. Nenhum candidato Unimed tem o mesmo princípio/dose/forma/via (são antibióticos, spray nasal, dispositivos, suturas etc.). Preço: embora vários itens tenham VL/un ~R$17,4–18 (≈1,0× do custo R$17,63), não há equivalência clínica. Match anterior (86558) foi incorreto: VL/un R$1,00 vs R$17,63 → razão 0,06 (<0,25), sugerindo unidade/embalagem errada.",40,"[83648, 87375, 92937, 111042, 84330, 88216, 86476, 86954, 87671, 88049, 103498, 92856, 83840, 86838, 116736, 114686, 107738, 87751, 102151, 86472, 101386, 86658, 87433, 86786, 86850, 87485, 103580, 88215, 111299, 87484, 87479, 87486, 87483, 101241, 100269, 87477, 87997, 87572, 87480, 83643]",openai:gpt-5,False,,reanalyze_price,17.63,17.63,17.63,,,
VASELINA LIQUIDA 100 ML,VASELINA,1,['RIOQUIMICA'],no_match,,,0.92,"Global: vaselina líquida 100 ml (R$5,70/un). Match anterior (cod_item=83940) era vaselina 1000 ml: volume/unidade incorretos (1000 ml ≠ 100 ml). Mesmo normalizando, R$46,92/10 = R$4,69 por 100 ml; razão 4,69/5,70 = 0,82 (preço compatível), mas embalagem/volume não bate — descartar. Entre os candidatos Unimed atuais, nenhum é vaselina líquida 100 ml. Exemplos: cod 83666 dipirona 50 mg/ml 100 ml (substância diferente), apesar do preço R$5,59/un (razão 0,98); cod 84212 clorexidina alcoólica 0,5% 100 ml (substância diferente), preço R$1,73/un (razão 0,30). Todos reprovam clinicamente (substância/forma divergentes).",40,"[86409, 87210, 84651, 102396, 88184, 86544, 86690, 84213, 87115, 84662, 83666, 86722, 87367, 87369, 114765, 87231, 86865, 88153, 87188, 84151, 84114, 88198, 86503, 88154, 87703, 86812, 86890, 87071, 100387, 86988, 87309, 92960, 87189, 83640, 87132, 87146, 116876, 87016, 86786, 84212]",openai:gpt-5,False,,reanalyze_price,5.7,5.7,5.7,,,
VASELINA LIQUIDA 100ML,VASELINA,2,"['RIOQUIMICA', 'VIC PHARMA']",match,87055.0,oleo mineral fr 100ml,0.93,"Clínico: Vaselina líquida = óleo mineral (mesma substância), forma líquida, frasco 100 ml — igual ao Global (100 ml). Preço: Global R$ 5,98/un vs Unimed R$ 3,14/un (VL/un); razão ≈0,52 — dentro da faixa aceitável. Match anterior (cod 83940) era 1000 ml — embalagem/volume diferente do 100 ml; por isso preço por unidade não batia.",40,"[84843, 87703, 87195, 83690, 86503, 88154, 86870, 83643, 86727, 88198, 84114, 87188, 87316, 114765, 84654, 87367, 87369, 87115, 88184, 86544, 86690, 86409, 87210, 84651, 87034, 84213, 113316, 84135, 86890, 100387, 84211, 87055, 92960, 87132, 84991, 87805, 84215, 116736, 84937, 87687]",openai:gpt-5,False,,reanalyze_price,5.984999999999999,3.77,8.2,3.14,112.09800000000001,C
CATETER INTRAVENOSO 20G TEFLON,PRODUTOS PARA SAUDE,11,"['DESCARPACK', 'POLYMED', 'SENSINOV', 'SEVEN CARE', 'SOLIDOR', 'TKL']",no_match,,,0.93,"Clínico: Global é cateter intravenoso 20G em teflon (padrão, sem segurança). Entre os candidatos, só há cateteres IV com dispositivo de segurança (cod 87889 – 20G; 87888 – 18G; 87890 – 22G; 87891/92795 – 24G), o que é especificação diferente; os demais itens são sondas, medicamentos ou materiais diversos – não equivalentes. Preço: Global ~R$0,52/un. Os cateteres com segurança têm VL/un de R$3,16–3,37, razão ≈6,1–6,5× (>5×), incompatível após normalização. Match anterior rejeitado (cod 110606, R$2,32/un) também ficou com razão ≈4,46× e preço muito acima, indicando produto diferente/mais caro. Sem candidato que atenda especificação e faixa de preço.",40,"[83888, 87554, 86772, 86981, 86788, 87223, 86468, 87553, 86853, 92918, 86467, 87052, 87299, 86998, 87614, 86979, 86566, 87284, 87742, 106547, 86862, 86591, 86626, 86344, 83659, 83642, 102397, 87907, 86848, 86437, 102358, 106331, 101721, 87504, 87750, 87889, 87890, 87891, 87888, 92795]",openai:gpt-5,False,,reanalyze_price,0.6044355454545455,0.43,1.484292,,,
